date,home_team,away_team,home_team_canon,away_team_canon,home_score,away_score,tournament,competition_category,tournament_tier,tournament_weight,is_competitive,is_fifa,city,country,neutral
1979-08-23,North Korea,Japan,North Korea,Japan,0,0,Friendly,friendly,5,0.2,False,True,Pyongyang,North Korea,False
1979-08-25,Lesotho,Malawi,Lesotho,Malawi,0,3,Friendly,friendly,5,0.2,False,True,Maseru,Lesotho,False
1979-08-26,Zambia,Tanzania,Zambia,Tanzania,1,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Ndola,Zambia,False
1979-08-26,Réunion,Seychelles,Réunion,Seychelles,3,0,Indian Ocean Island Games,minor_tournament,5,0.2,False,True,Réunion,Réunion,False
1979-08-26,Mauritius,Comoros,Mauritius,Comoros,3,0,Indian Ocean Island Games,minor_tournament,5,0.2,False,True,Réunion,Réunion,True
1979-08-27,Seychelles,Maldives,Seychelles,Maldives,9,0,Indian Ocean Island Games,minor_tournament,5,0.2,False,True,Réunion,Réunion,True
1979-08-28,Réunion,Maldives,Réunion,Maldives,9,0,Indian Ocean Island Games,minor_tournament,5,0.2,False,True,Réunion,Réunion,False
1979-08-28,Comoros,Mauritius,Comoros,Mauritius,1,3,Indian Ocean Island Games,minor_tournament,5,0.2,False,True,Réunion,Réunion,True
1979-08-28,Tunisia,Malta,Tunisia,Malta,4,0,Friendly,friendly,5,0.2,False,True,Tunis,Tunisia,False
1979-08-29,Comoros,Maldives,Comoros,Maldives,2,1,Indian Ocean Island Games,minor_tournament,5,0.2,False,True,Réunion,Réunion,True
1979-08-29,Solomon Islands,Wallis Islands and Futuna,Solomon Islands,Wallis Islands and Futuna,6,0,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-08-29,Fiji,Papua New Guinea,Fiji,Papua New Guinea,0,0,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,False
1979-08-29,Tahiti,Tonga,Tahiti,Tonga,8,0,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-08-29,Poland,Romania,Poland,Romania,3,0,Friendly,friendly,5,0.2,False,True,Warsaw,Poland,False
1979-08-29,Austria,Norway,Austria,Norway,4,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Vienna,Austria,False
1979-08-29,Finland,Denmark,Finland,Denmark,0,0,Nordic Championship,minor_tournament,5,0.2,False,True,Mikkeli,Finland,False
1979-08-29,Ecuador,Paraguay,Ecuador,Paraguay,1,2,Copa América,continental_finals,2,0.85,True,True,Quito,Ecuador,False
1979-08-29,Chile,Venezuela,Chile,Venezuela,7,0,Copa América,continental_finals,2,0.85,True,True,Santiago,Chile,False
1979-08-29,Guam,Vanuatu,Guam,Vanuatu,0,4,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-08-30,Fiji,Kiribati,Fiji,Kiribati,24,0,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,False
1979-08-30,Guam,New Caledonia,Guam,New Caledonia,1,10,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-08-30,Peru,Uruguay,Peru,Uruguay,2,0,Friendly,friendly,5,0.2,False,True,Lima,Peru,False
1979-08-30,Tahiti,Tuvalu,Tahiti,Tuvalu,18,0,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-08-31,Réunion,Comoros,Réunion,Comoros,6,1,Indian Ocean Island Games,minor_tournament,5,0.2,False,True,Réunion,Réunion,False
1979-08-31,Seychelles,Mauritius,Seychelles,Mauritius,1,1,Indian Ocean Island Games,minor_tournament,5,0.2,False,True,Réunion,Réunion,True
1979-08-31,Kiribati,Papua New Guinea,Kiribati,Papua New Guinea,0,13,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-08-31,Solomon Islands,Samoa,Solomon Islands,Samoa,12,0,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-08-31,New Caledonia,Vanuatu,New Caledonia,Vanuatu,3,0,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-09-01,Tonga,Tuvalu,Tonga,Tuvalu,3,5,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,True
1979-09-01,Wallis Islands and Futuna,Samoa,Wallis Islands and Futuna,Samoa,3,1,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,True
1979-09-01,Réunion,Seychelles,Réunion,Seychelles,2,1,Indian Ocean Island Games,minor_tournament,5,0.2,False,True,Réunion,Réunion,False
1979-09-03,Papua New Guinea,Solomon Islands,Papua New Guinea,Solomon Islands,2,3,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,True
1979-09-03,New Caledonia,Tuvalu,New Caledonia,Tuvalu,11,0,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-09-03,Tahiti,Vanuatu,Tahiti,Vanuatu,1,0,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-09-03,Fiji,Wallis Islands and Futuna,Fiji,Wallis Islands and Futuna,5,0,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,False
1979-09-03,Libya,Palestine,Libya,Palestine,0,0,Friendly,friendly,5,0.2,False,True,Tripoli,Libya,False
1979-09-04,New Caledonia,Tahiti,New Caledonia,Tahiti,2,3,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-09-04,Fiji,Solomon Islands,Fiji,Solomon Islands,2,0,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,False
1979-09-05,Vanuatu,Papua New Guinea,Vanuatu,Papua New Guinea,2,0,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,True
1979-09-05,Tonga,Wallis Islands and Futuna,Tonga,Wallis Islands and Futuna,1,0,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,True
1979-09-05,Russia,German DR,Russia,German DR,1,0,Friendly,friendly,5,0.2,False,True,Moscow,Soviet Union,False
1979-09-05,Kiribati,Tuvalu,Kiribati,Tuvalu,3,3,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,True
1979-09-05,Sweden,France,Sweden,France,1,3,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Solna,Sweden,False
1979-09-05,Guam,Samoa,Guam,Samoa,4,2,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,True
1979-09-05,Ecuador,Uruguay,Ecuador,Uruguay,2,1,Copa América,continental_finals,2,0.85,True,True,Quito,Ecuador,False
1979-09-05,Chile,Colombia,Chile,Colombia,2,0,Copa América,continental_finals,2,0.85,True,True,Santiago,Chile,False
1979-09-05,Iceland,Netherlands,Iceland,Netherlands,0,4,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Reykjavík,Iceland,False
1979-09-06,Guam,Tuvalu,Guam,Tuvalu,7,2,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,True
1979-09-06,Vanuatu,Tonga,Vanuatu,Tonga,7,1,South Pacific Games,minor_tournament,5,0.2,False,True,Nausori,Fiji,True
1979-09-07,New Caledonia,Solomon Islands,New Caledonia,Solomon Islands,1,3,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,True
1979-09-07,Fiji,Tahiti,Fiji,Tahiti,0,3,South Pacific Games,minor_tournament,5,0.2,False,True,Suva,Fiji,False
1979-09-08,South Korea,Sudan,South Korea,Sudan,8,0,Korea Cup,minor_tournament,5,0.2,False,True,Seoul,South Korea,False
1979-09-09,Indonesia,Thailand,Indonesia,Thailand,0,2,Korea Cup,minor_tournament,5,0.2,False,True,Seoul,South Korea,True
1979-09-10,Bangladesh,Sudan,Bangladesh,Sudan,1,4,Korea Cup,minor_tournament,5,0.2,False,True,Seoul,South Korea,True
1979-09-11,Wales,Republic of Ireland,Wales,Republic of Ireland,2,1,Friendly,friendly,5,0.2,False,True,Swansea,Wales,False
1979-09-12,Scotland,Peru,Scotland,Peru,1,1,Friendly,friendly,5,0.2,False,True,Glasgow,Scotland,False
1979-09-12,Norway,Belgium,Norway,Belgium,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Oslo,Norway,False
1979-09-12,Switzerland,Poland,Switzerland,Poland,0,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Lausanne,Switzerland,False
1979-09-12,South Korea,Sri Lanka,South Korea,Sri Lanka,6,0,Korea Cup,minor_tournament,5,0.2,False,True,Daegu,South Korea,False
1979-09-12,Greece,Russia,Greece,Russia,1,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Athens,Greece,False
1979-09-12,Hungary,Czechoslovakia,Hungary,Czechoslovakia,2,1,Friendly,friendly,5,0.2,False,True,Nyíregyháza,Hungary,False
1979-09-12,Iceland,German DR,Iceland,German DR,0,3,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Reykjavík,Iceland,False
1979-09-12,Germany,Argentina,Germany,Argentina,2,1,Friendly,friendly,5,0.2,False,True,Berlin,Germany,False
1979-09-12,England,Denmark,England,Denmark,1,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,London,England,False
1979-09-13,Paraguay,Ecuador,Paraguay,Ecuador,2,0,Copa América,continental_finals,2,0.85,True,True,Asunción,Paraguay,False
1979-09-14,South Korea,Bahrain,South Korea,Bahrain,5,1,Korea Cup,minor_tournament,5,0.2,False,True,Chungju,South Korea,False
1979-09-16,South Korea,Bangladesh,South Korea,Bangladesh,9,0,Korea Cup,minor_tournament,5,0.2,False,True,Incheon,South Korea,False
1979-09-16,Sri Lanka,Sudan,Sri Lanka,Sudan,0,1,Korea Cup,minor_tournament,5,0.2,False,True,Incheon,South Korea,True
1979-09-16,Uruguay,Ecuador,Uruguay,Ecuador,2,1,Copa América,continental_finals,2,0.85,True,True,Montevideo,Uruguay,False
1979-09-16,Yugoslavia,Argentina,Yugoslavia,Argentina,4,2,Friendly,friendly,5,0.2,False,True,Belgrade,Yugoslavia,False
1979-09-20,Paraguay,Uruguay,Paraguay,Uruguay,0,0,Copa América,continental_finals,2,0.85,True,True,Asunción,Paraguay,False
1979-09-22,Indonesia,Singapore,Indonesia,Singapore,3,0,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,False
1979-09-22,Thailand,Myanmar,Thailand,Myanmar,1,0,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,True
1979-09-23,Singapore,Malaysia,Singapore,Malaysia,0,2,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,True
1979-09-23,Indonesia,Thailand,Indonesia,Thailand,1,3,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,False
1979-09-25,Malaysia,Myanmar,Malaysia,Myanmar,0,0,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,True
1979-09-25,Singapore,Thailand,Singapore,Thailand,2,2,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,True
1979-09-26,Indonesia,Malaysia,Indonesia,Malaysia,0,0,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,False
1979-09-26,Myanmar,Singapore,Myanmar,Singapore,1,2,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,True
1979-09-26,Spain,Portugal,Spain,Portugal,1,1,Friendly,friendly,5,0.2,False,True,Vigo,Spain,False
1979-09-26,Poland,German DR,Poland,German DR,1,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Chorzów,Poland,False
1979-09-26,Uruguay,Paraguay,Uruguay,Paraguay,2,2,Copa América,continental_finals,2,0.85,True,True,Montevideo,Uruguay,False
1979-09-26,Italy,Sweden,Italy,Sweden,1,0,Friendly,friendly,5,0.2,False,True,Florence,Italy,False
1979-09-26,Denmark,Finland,Denmark,Finland,1,0,Nordic Championship,minor_tournament,5,0.2,False,True,Copenhagen,Denmark,False
1979-09-26,Netherlands,Belgium,Netherlands,Belgium,1,0,Friendly,friendly,5,0.2,False,True,Rotterdam,Netherlands,False
1979-09-26,Czechoslovakia,Republic of Ireland,Czechoslovakia,Republic of Ireland,4,1,Friendly,friendly,5,0.2,False,True,Prague,Czechoslovakia,False
1979-09-26,Austria,Hungary,Austria,Hungary,3,1,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1979-09-28,Malaysia,Thailand,Malaysia,Thailand,1,0,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,True
1979-09-28,Indonesia,Myanmar,Indonesia,Myanmar,2,1,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,False
1979-09-29,Haiti,Antigua and Barbuda,Haiti,Antigua and Barbuda,1,0,CFU Caribbean Cup qualification,continental_qualifier,4,0.55,True,True,Port-au-Prince,Haiti,False
1979-09-29,Senegal,Nigeria,Senegal,Nigeria,0,2,Friendly,friendly,5,0.2,False,True,Dakar,Senegal,False
1979-09-29,Sierra Leone,Gambia,Sierra Leone,Gambia,2,0,Friendly,friendly,5,0.2,False,True,Freetown,Sierra Leone,False
1979-09-29,Indonesia,Thailand,Indonesia,Thailand,0,0,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,False
1979-09-30,Indonesia,Malaysia,Indonesia,Malaysia,0,1,Southeast Asian Games,minor_tournament,5,0.2,False,True,Jakarta,Indonesia,False
1979-10-03,Bahrain,New Zealand,Bahrain,New Zealand,0,2,Friendly,friendly,5,0.2,False,True,Isa Town,Bahrain,False
1979-10-07,Bermuda,United States,Bermuda,United States,1,3,Friendly,friendly,5,0.2,False,True,Hamilton,Bermuda,False
1979-10-08,Bahrain,New Zealand,Bahrain,New Zealand,1,2,Friendly,friendly,5,0.2,False,True,Isa Town,Bahrain,False
1979-10-10,Czechoslovakia,Sweden,Czechoslovakia,Sweden,4,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Prague,Czechoslovakia,False
1979-10-10,France,United States,France,United States,3,0,Friendly,friendly,5,0.2,False,True,Paris,France,False
1979-10-10,Peru,Paraguay,Peru,Paraguay,2,3,Friendly,friendly,5,0.2,False,True,Lima,Peru,False
1979-10-10,Poland,Iceland,Poland,Iceland,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Kraków,Poland,False
1979-10-10,Spain,Yugoslavia,Spain,Yugoslavia,0,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Valencia,Spain,False
1979-10-13,German DR,Switzerland,German DR,Switzerland,5,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Berlin,German DR,False
1979-10-14,Benin,Nigeria,Benin,Nigeria,1,1,Friendly,friendly,5,0.2,False,True,Cotonou,Benin,False
1979-10-14,Russia,Romania,Russia,Romania,3,1,Friendly,friendly,5,0.2,False,True,Moscow,Soviet Union,False
1979-10-15,Antigua and Barbuda,Haiti,Antigua and Barbuda,Haiti,1,2,CFU Caribbean Cup qualification,continental_qualifier,4,0.55,True,True,St. John's,Antigua and Barbuda,False
1979-10-17,Scotland,Austria,Scotland,Austria,1,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Glasgow,Scotland,False
1979-10-17,Peru,Chile,Peru,Chile,1,2,Copa América,continental_finals,2,0.85,True,True,Lima,Peru,False
1979-10-17,Northern Ireland,England,Northern Ireland,England,1,5,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Belfast,Northern Ireland,False
1979-10-17,Netherlands,Poland,Netherlands,Poland,1,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Amsterdam,Netherlands,False
1979-10-17,Hungary,Finland,Hungary,Finland,3,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Debrecen,Hungary,False
1979-10-17,Germany,Wales,Germany,Wales,5,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Cologne,Germany,False
1979-10-17,Belgium,Portugal,Belgium,Portugal,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Brussels,Belgium,False
1979-10-17,Republic of Ireland,Bulgaria,Republic of Ireland,Bulgaria,3,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Dublin,Republic of Ireland,False
1979-10-21,Benin,Burkina Faso,Benin,Burkina Faso,3,2,Friendly,friendly,5,0.2,False,True,Abidjan,Ivory Coast,True
1979-10-21,Ivory Coast,Togo,Ivory Coast,Togo,3,0,Friendly,friendly,5,0.2,False,True,Abidjan,Ivory Coast,False
1979-10-21,United Arab Emirates,India,United Arab Emirates,India,0,0,Friendly,friendly,5,0.2,False,True,Abu Dhabi,United Arab Emirates,False
1979-10-22,Guadeloupe,Saint Vincent and the Grenadines,Guadeloupe,Saint Vincent and the Grenadines,1,3,CFU Caribbean Cup qualification,continental_qualifier,4,0.55,True,True,Basse-Terre,Guadeloupe,False
1979-10-22,Saint Vincent and the Grenadines,Guadeloupe,Saint Vincent and the Grenadines,Guadeloupe,0,0,CFU Caribbean Cup qualification,continental_qualifier,4,0.55,True,True,Kingstown,Saint Vincent and the Grenadines,False
1979-10-23,Luxembourg,Sweden,Luxembourg,Sweden,1,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Esch-sur-Alzette,Luxembourg,False
1979-10-23,Togo,Burkina Faso,Togo,Burkina Faso,5,3,Friendly,friendly,5,0.2,False,True,Abidjan,Ivory Coast,True
1979-10-24,Paraguay,Brazil,Paraguay,Brazil,2,1,Copa América,continental_finals,2,0.85,True,True,Asunción,Paraguay,False
1979-10-24,Chile,Peru,Chile,Peru,0,0,Copa América,continental_finals,2,0.85,True,True,Santiago,Chile,False
1979-10-25,Liberia,Nigeria,Liberia,Nigeria,2,2,Friendly,friendly,5,0.2,False,True,Monrovia,Liberia,False
1979-10-26,Hungary,United States,Hungary,United States,0,2,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1979-10-26,Ivory Coast,Benin,Ivory Coast,Benin,3,1,Friendly,friendly,5,0.2,False,True,Abidjan,Ivory Coast,False
1979-10-26,Niger,Togo,Niger,Togo,2,2,Friendly,friendly,5,0.2,False,True,Abidjan,Ivory Coast,True
1979-10-27,Sierra Leone,Nigeria,Sierra Leone,Nigeria,0,0,Friendly,friendly,5,0.2,False,True,Freetown,Sierra Leone,False
1979-10-28,Benin,Niger,Benin,Niger,0,1,Friendly,friendly,5,0.2,False,True,Abidjan,Ivory Coast,True
1979-10-28,Haiti,Jamaica,Haiti,Jamaica,3,0,CFU Caribbean Cup qualification,continental_qualifier,4,0.55,True,True,Port-au-Prince,Haiti,False
1979-10-28,Ivory Coast,Togo,Ivory Coast,Togo,0,1,Friendly,friendly,5,0.2,False,True,Abidjan,Ivory Coast,False
1979-10-28,Malta,Turkey,Malta,Turkey,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Gżira,Malta,False
1979-10-29,Republic of Ireland,United States,Republic of Ireland,United States,3,2,Friendly,friendly,5,0.2,False,True,Dublin,Republic of Ireland,False
1979-10-31,Yugoslavia,Romania,Yugoslavia,Romania,2,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Titova Mitrovica,Yugoslavia,False
1979-10-31,Russia,Finland,Russia,Finland,2,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Moscow,Soviet Union,False
1979-10-31,Brazil,Paraguay,Brazil,Paraguay,2,2,Copa América,continental_finals,2,0.85,True,True,Rio de Janeiro,Brazil,False
1979-10-31,Bulgaria,Denmark,Bulgaria,Denmark,3,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Sofia,Bulgaria,False
1979-11-01,Mexico,Peru,Mexico,Peru,1,0,Friendly,friendly,5,0.2,False,True,Monterrey,Mexico,False
1979-11-01,Portugal,Norway,Portugal,Norway,3,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Oeiras,Portugal,False
1979-11-02,Jamaica,Haiti,Jamaica,Haiti,0,4,CFU Caribbean Cup qualification,continental_qualifier,4,0.55,True,True,Kingston,Jamaica,False
1979-11-03,Kenya,Tanzania,Kenya,Tanzania,0,0,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,False
1979-11-03,Sierra Leone,Senegal,Sierra Leone,Senegal,1,0,Friendly,friendly,5,0.2,False,True,Freetown,Sierra Leone,False
1979-11-04,Uganda,Zambia,Uganda,Zambia,1,2,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,True
1979-11-04,Malawi,Zanzibar,Malawi,Zanzibar,4,0,CECAFA Cup,minor_tournament,5,0.2,False,True,Mombasa,Kenya,True
1979-11-04,Nigeria,Benin,Nigeria,Benin,5,0,Friendly,friendly,5,0.2,False,True,Lagos,Nigeria,False
1979-11-06,Tanzania,Zambia,Tanzania,Zambia,2,2,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,True
1979-11-07,Kenya,Uganda,Kenya,Uganda,3,1,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,False
1979-11-07,Malawi,Sudan,Malawi,Sudan,4,0,CECAFA Cup,minor_tournament,5,0.2,False,True,Mombasa,Kenya,True
1979-11-09,Sudan,Zanzibar,Sudan,Zanzibar,1,1,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,True
1979-11-09,Tanzania,Uganda,Tanzania,Uganda,5,3,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,True
1979-11-10,Kenya,Zambia,Kenya,Zambia,3,1,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,False
1979-11-11,Haiti,Trinidad and Tobago,Haiti,Trinidad and Tobago,1,0,CFU Caribbean Cup,minor_tournament,5,0.2,False,True,Paramaribo,Suriname,True
1979-11-12,Suriname,Saint Vincent and the Grenadines,Suriname,Saint Vincent and the Grenadines,2,3,CFU Caribbean Cup,minor_tournament,5,0.2,False,True,Paramaribo,Suriname,False
1979-11-13,Malawi,Tanzania,Malawi,Tanzania,1,1,CECAFA Cup,minor_tournament,5,0.2,False,True,Mombasa,Kenya,True
1979-11-14,Spain,Denmark,Spain,Denmark,1,3,Friendly,friendly,5,0.2,False,True,Cádiz,Spain,False
1979-11-14,Yugoslavia,Cyprus,Yugoslavia,Cyprus,5,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Novi Sad,Yugoslavia,False
1979-11-14,Malaysia,Sweden,Malaysia,Sweden,1,3,Friendly,friendly,5,0.2,False,True,Kuala Lumpur,Malaysia,False
1979-11-14,Haiti,Saint Vincent and the Grenadines,Haiti,Saint Vincent and the Grenadines,3,1,CFU Caribbean Cup,minor_tournament,5,0.2,False,True,Paramaribo,Suriname,True
1979-11-14,Kenya,Zanzibar,Kenya,Zanzibar,2,0,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,False
1979-11-14,Malawi,Tanzania,Malawi,Tanzania,4,0,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,True
1979-11-15,Suriname,Trinidad and Tobago,Suriname,Trinidad and Tobago,3,0,CFU Caribbean Cup,minor_tournament,5,0.2,False,True,Paramaribo,Suriname,False
1979-11-16,Tanzania,Zanzibar,Tanzania,Zanzibar,2,1,CECAFA Cup,minor_tournament,5,0.2,False,True,Mombasa,Kenya,True
1979-11-17,France,Czechoslovakia,France,Czechoslovakia,2,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Paris,France,False
1979-11-17,Italy,Switzerland,Italy,Switzerland,2,0,Friendly,friendly,5,0.2,False,True,Udine,Italy,False
1979-11-17,Kenya,Malawi,Kenya,Malawi,2,3,CECAFA Cup,minor_tournament,5,0.2,False,True,Nairobi,Kenya,False
1979-11-17,Singapore,Sweden,Singapore,Sweden,0,5,Friendly,friendly,5,0.2,False,True,Kallang,Singapore,False
1979-11-18,Romania,Cyprus,Romania,Cyprus,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Bucharest,Romania,False
1979-11-18,Suriname,Haiti,Suriname,Haiti,0,1,CFU Caribbean Cup,minor_tournament,5,0.2,False,True,Paramaribo,Suriname,False
1979-11-21,Turkey,Wales,Turkey,Wales,1,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,İzmir,Turkey,False
1979-11-21,Russia,Germany,Russia,Germany,1,3,Friendly,friendly,5,0.2,False,True,Tbilisi,Soviet Union,False
1979-11-21,Portugal,Austria,Portugal,Austria,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Lisbon,Portugal,False
1979-11-21,German DR,Netherlands,German DR,Netherlands,2,3,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Leipzig,German DR,False
1979-11-21,Malaysia,Taiwan,Malaysia,Taiwan,0,3,Friendly,friendly,5,0.2,False,True,Bangkok,Thailand,True
1979-11-21,Belgium,Scotland,Belgium,Scotland,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Brussels,Belgium,False
1979-11-21,Northern Ireland,Republic of Ireland,Northern Ireland,Republic of Ireland,1,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Belfast,Northern Ireland,False
1979-11-22,England,Bulgaria,England,Bulgaria,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,London,England,False
1979-11-22,Thailand,Sri Lanka,Thailand,Sri Lanka,5,1,King's Cup,minor_tournament,5,0.2,False,True,Bangkok,Thailand,False
1979-11-24,Thailand,Indonesia,Thailand,Indonesia,3,0,King's Cup,minor_tournament,5,0.2,False,True,Bangkok,Thailand,False
1979-11-24,Czechoslovakia,Luxembourg,Czechoslovakia,Luxembourg,4,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Prague,Czechoslovakia,False
1979-11-25,Angola,Gabon,Angola,Gabon,1,0,Friendly,friendly,5,0.2,False,True,Luanda,Angola,False
1979-11-26,Indonesia,Sri Lanka,Indonesia,Sri Lanka,0,0,King's Cup,minor_tournament,5,0.2,False,True,Bangkok,Thailand,True
1979-11-26,Bermuda,Finland,Bermuda,Finland,0,2,Friendly,friendly,5,0.2,False,True,Hamilton,Bermuda,False
1979-11-27,Angola,Cameroon,Angola,Cameroon,0,1,Friendly,friendly,5,0.2,False,True,Luanda,Angola,False
1979-11-28,Cameroon,Congo,Cameroon,Congo,1,3,Friendly,friendly,5,0.2,False,True,Luanda,Angola,True
1979-11-28,Paraguay,Chile,Paraguay,Chile,3,0,Copa América,continental_finals,2,0.85,True,True,Asunción,Paraguay,False
1979-11-29,Angola,Congo,Angola,Congo,0,1,Friendly,friendly,5,0.2,False,True,Luanda,Angola,False
1979-11-29,Cameroon,Gabon,Cameroon,Gabon,3,1,Friendly,friendly,5,0.2,False,True,Luanda,Angola,True
1979-12-04,El Salvador,Mexico,El Salvador,Mexico,0,2,Friendly,friendly,5,0.2,False,True,San Salvador,El Salvador,False
1979-12-05,Chile,Paraguay,Chile,Paraguay,1,0,Copa América,continental_finals,2,0.85,True,True,Santiago,Chile,False
1979-12-09,Cyprus,Spain,Cyprus,Spain,1,3,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Limassol,Cyprus,False
1979-12-11,Chile,Paraguay,Chile,Paraguay,0,0,Copa América,continental_finals,2,0.85,True,True,Buenos Aires,Argentina,True
1979-12-18,Mexico,El Salvador,Mexico,El Salvador,1,1,Friendly,friendly,5,0.2,False,True,Texcoco,Mexico,False
1979-12-19,Scotland,Belgium,Scotland,Belgium,1,3,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Glasgow,Scotland,False
1979-12-22,Germany,Turkey,Germany,Turkey,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Gelsenkirchen,Germany,False
1979-12-23,Basque Country,Bulgaria,Basque Country,Bulgaria,4,0,Friendly,friendly,5,0.2,False,True,San Sebastián,Spain,False
