date,home_team,away_team,home_team_canon,away_team_canon,home_score,away_score,tournament,competition_category,tournament_tier,tournament_weight,is_competitive,is_fifa,city,country,neutral
1979-06-03,Jamaica,Saint Kitts and Nevis,Jamaica,Saint Kitts and Nevis,2,1,CFU Caribbean Cup qualification,continental_qualifier,4,0.55,True,True,Kingston,Jamaica,False
1979-06-06,Bulgaria,England,Bulgaria,England,0,3,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Sofia,Bulgaria,False
1979-06-06,Denmark,Northern Ireland,Denmark,Northern Ireland,4,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Copenhagen,Denmark,False
1979-06-07,Norway,Scotland,Norway,Scotland,0,4,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Oslo,Norway,False
1979-06-07,Sweden,Luxembourg,Sweden,Luxembourg,3,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Malmö,Sweden,False
1979-06-09,Martinique,Saint Vincent and the Grenadines,Martinique,Saint Vincent and the Grenadines,0,1,CFU Caribbean Cup qualification,continental_qualifier,4,0.55,True,True,Fort-de-France,Martinique,False
1979-06-09,Iceland,Switzerland,Iceland,Switzerland,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Reykjavík,Iceland,False
1979-06-10,Sweden,England,Sweden,England,0,0,Friendly,friendly,5,0.2,False,True,Solna,Sweden,False
1979-06-13,Yugoslavia,Italy,Yugoslavia,Italy,4,1,Friendly,friendly,5,0.2,False,True,Zagreb,Yugoslavia,False
1979-06-13,New Zealand,Australia,New Zealand,Australia,1,0,Friendly,friendly,5,0.2,False,True,Auckland,New Zealand,False
1979-06-13,Chile,Ecuador,Chile,Ecuador,0,0,Friendly,friendly,5,0.2,False,True,Santiago,Chile,False
1979-06-13,Austria,England,Austria,England,4,3,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1979-06-16,South Korea,Japan,South Korea,Japan,4,1,Friendly,friendly,5,0.2,False,True,Seoul,South Korea,False
1979-06-17,Saint Kitts and Nevis,Jamaica,Saint Kitts and Nevis,Jamaica,1,2,CFU Caribbean Cup qualification,continental_qualifier,4,0.55,True,True,Basseterre,Saint Kitts and Nevis,False
1979-06-21,Ecuador,Chile,Ecuador,Chile,2,1,Friendly,friendly,5,0.2,False,True,Guayaquil,Ecuador,False
1979-06-24,Ghana,Liberia,Ghana,Liberia,0,0,Friendly,friendly,5,0.2,False,True,Accra,Ghana,False
1979-06-24,Malawi,Lesotho,Malawi,Lesotho,1,0,Friendly,friendly,5,0.2,False,True,Lilongwe,Malawi,False
1979-06-24,Zambia,DR Congo,Zambia,DR Congo,4,1,Friendly,friendly,5,0.2,False,True,Lusaka,Zambia,False
1979-06-24,Algeria,Libya,Algeria,Libya,3,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Algiers,Algeria,False
